"doc_id","text","timestamp","team","region","year","month","day","weekday","hour"
1187973046977482752,"mike pence has accused nike of   checking its social conscience at the door   for removing houston rockets merchandise from its<u+2026>",2019-10-26 06:03:40,"Houston Rockets","Southwest",2019,"Oct",26,"Sat",6
1293326093777350656,"lebron james writes special liverpool message as nike power shown  la lakers superstar<u+2026>",2020-08-11 23:19:04,"LA Lakers","Pacific",2020,"Aug",11,"Tue",23
1261695539944452096,"kingjames  kingjames we know you are busy bro but tell nike to restock the media day 7s dawg  idk anybody who was<u+2026>",2020-05-16 16:30:32,"LA Lakers","Pacific",2020,"May",16,"Sat",16
1262270278454751232,"michael jordan made $90 million in salary in the nba career   he now makes more than that every year from nike   he owns<u+2026>",2020-05-18 06:34:20,"Charlotte Hornets","Southeast",2020,"May",18,"Mon",6
1262496755288911872,"michael jordan made $90 million in salary in the nba career   he now makes more than that every year from nike   he owns<u+2026>",2020-05-18 21:34:17,"Charlotte Hornets","Southeast",2020,"May",18,"Mon",21
1290610965491277824,"go kings go25  gematriaclub  nba  espnnba  nbaontnt  nbatv  nbabubblelife  nikebasketball  disneyparks<u+2026>",2020-08-04 11:30:07,"Orlando Magic","Southeast",2020,"Aug",4,"Tue",11
1196145532395085824,"check out what i just added to my closet on poshmark  nike air lebron 6 charlotte hornets",2019-11-17 19:18:12,"Charlotte Hornets","Southeast",2019,"Nov",17,"Sun",19
1226058174752591872,"the chicago bulls retro pinstripe jerseys inspire this nike air force 1 jewel  sneakerhead",2020-02-08 08:20:22,"Chicago Bulls","Central",2020,"Feb",8,"Sat",8
1288603242721505280,"women s boston  celtics jayson tatum nike kelly green swingman jersey   icon edition  nba  ladies  freeshipping",2020-07-29 22:32:08,"Boston Celtics","Atlantic",2020,"Jul",29,"Wed",22
1316055633091682304,"it<u+2019>s so petty watching  nike drop chicago bulls merch and seeing jordan try to take the shine from  lakers  amp   kingjames lol",2020-10-13 16:38:08,"Chicago Bulls","Central",2020,"Oct",13,"Tue",16
1296216398935609344,"joe harris of the brooklyn nets wearing the undftd x nike kobe 5 protro against toronto",2020-08-19 22:44:06,"Brooklyn Nets","Atlantic",2020,"Aug",19,"Wed",22
1196464213906116608,"check out nba atlanta hawks nike 74 warm up shoot around full button jersey men s size 4xl  nike",2019-11-18 16:24:32,"Atlanta Hawks","Southeast",2019,"Nov",18,"Mon",16
1262230638972801024,"michael jordan made $90 million in salary in the nba career   he now makes more than that every year from nike   he owns<u+2026>",2020-05-18 03:56:50,"Charlotte Hornets","Southeast",2020,"May",18,"Mon",3
1222156685084712960,"purchase with the intent to show your support and respects to the legend    nike kobe la lakers iconic moments <u+2018>81 points<u+2019><u+2026>",2020-01-28 13:57:14,"LA Lakers","Pacific",2020,"Jan",28,"Tue",13
1304559882922795008,"the nike air max 95 is releasing soon in memphis grizzlies colors",2020-09-11 23:18:08,"Memphis Grizzlies","Southwest",2020,"Sep",11,"Fri",23
1187871795845709824,"mike pence has accused nike of   checking its social conscience at the door   for removing houston rockets merchandise from its<u+2026>",2019-10-25 23:21:20,"Houston Rockets","Southwest",2019,"Oct",25,"Fri",23
1310931400057552896,"so i ve been contemplating buying a bulls vest from  nike for 1pon5 then i m strawling the isles at  pepstores sa m<u+2026>",2020-09-29 13:16:16,"Chicago Bulls","Central",2020,"Sep",29,"Tue",13
1223305485081890816,"nike houston rockets james harden jersey sz large 48  nba red white swingman $110  sports",2020-01-31 18:02:10,"Houston Rockets","Southwest",2020,"Jan",31,"Fri",18
1262388648332464128,"michael jordan made $90 million in salary in the nba career   he now makes more than that every year from nike   he owns<u+2026>",2020-05-18 14:24:42,"Charlotte Hornets","Southeast",2020,"May",18,"Mon",14
1276263057816256512,"<u+201c>vinsanity<u+201d> jumped over frederic weis while in the nike shox bb4 during the 2000 summer olympic games in what is known as<u+2026>",2020-06-25 21:16:39,"New York Knicks","Atlantic",2020,"Jun",25,"Thu",21
1262392711308546048,"michael jordan made $90 million in salary in the nba career   he now makes more than that every year from nike   he owns<u+2026>",2020-05-18 14:40:51,"Charlotte Hornets","Southeast",2020,"May",18,"Mon",14
1316056119358480384,"chicago bulls swingman shorts dropped via nike us <u+0001f3c0>  black   gt  red   gt  w<u+2026>",2020-10-13 16:40:04,"Chicago Bulls","Central",2020,"Oct",13,"Tue",16
1309271992529346560,"leaked  photos of the new toronto  raptors uniform for the 2020 21 season   nba  nike   this is a full time multi seaso<u+2026>",2020-09-24 23:22:22,"Toronto Raptors","Atlantic",2020,"Sep",24,"Thu",23
1275629095351697408,"this nba x nike  okcthunder therma flex showtime hoodie is well over 50  off at $60 97 + get free shipping with your nike+<u+2026>",2020-06-24 03:17:31,"Oklahoma City Thunder","Northwest",2020,"Jun",24,"Wed",3
